Status,zpid,Address,City,Zip,Beds,Baths,Square,Zestimate,Sale,Longitude,Latitude,Days,Views,Saves,LastSoldDate,LastSoldPrice,Feature,Date
status,24887130,14844 Lark St,San Leandro,CA 94578,2 beds,1 bath,1018 sqft,633518,550000,-122.129858,37.710322,Less than 1,19,2,N/A,N/A,Type:Single Family;Year Built:1946;Heating:;Cooling:;Parking:No Data;Lot:5758 sqft;Days on Zillow:Less than 1 day;Price/sqft:$540,2018/4/27
status,15827601,17655 High Rd,Sonoma,CA 95476,3 beds,2 baths,1736 sqft,1470963,1499900,-122.455703,38.321246,31,N/A,64,N/A,N/A,Type:Single Family;Year Built:1971;Heating:Baseboard Stove;Cooling:No Data;Parking:No Data;Lot:1.14 acres;Days on Zillow:31 Days;Price/sqft:$864;Saves:64;Past 12 months:,2018/4/27
status,15799770,9250 Bennett Valley Rd,Glen Ellen,CA 95442,3 beds,3 baths,1636 sqft,1043227,995000,-122.560322,38.384678,107,N/A,22,N/A,N/A,Type:Single Family;Year Built:1978;Heating:Baseboard;Cooling:No Data;Parking:No Data;Lot:1.92 acres;Days on Zillow:107 Days;Price/sqft:$608;Saves:22;Past 12 months:,2018/4/27
status,2090449171,1604 E 31st St # 1608,Oakland,CA 94602,3 beds,2 baths,1890 sqft,856787,749000,-122.228684,37.798925,31,N/A,31,N/A,N/A,Type:Multi Family;Year Built:;Heating:;Cooling:;Parking:No Data;MLS #:;Days on Zillow:31 Days;Price/sqft:$396,2018/4/27
status,24906360,18989 Carlton Ave,Castro Valley,CA 94546,3 beds,3 baths,1450 sqft,822998,856000,-122.095193,37.706709,98,N/A,26,Feb-16,500000,Type:Single Family;Year Built:1952;Heating:Wall;Cooling:None;Parking:6 spaces;Lot:8250 sqft;Days on Zillow:98 Days;Price/sqft:$590;Saves:26;Past 12 months:,2018/4/27
status,2091338709,Sparrow Plan Birdsong,Fremont,CA 94539,3 beds,3 baths,1769 sqft,1160635,1265000,-121.957877,37.560205,Less than 1,51,24,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:Less than 1 day;Price/sqft:$715,2018/4/27
status,2093966350,Plan 4 Plan Easthill at Brighton Landing,Vacaville,CA 95687,4 beds,3.5 baths,2537 sqft,630429,530990,-121.924892,38.349381,Less than 1,20,23,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:Less than 1 day;Price/sqft:$209,2018/4/27
status,96055935,17746 7th St E,Sonoma,CA 95476,5 beds,6 baths,4528 sqft,,7675000,-122.435786,38.310417,37,N/A,96,Apr-15,2100000,Type:Single Family;Year Built:2016;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:12.71 acres;Days on Zillow:37 Days;Price/sqft:$1695;Saves:96;Past 12 months:,2018/4/27
status,18316351,2603 Desrys Blvd,Antioch,CA 94509,4 beds,2 baths,2076 sqft,464145,459000,-121.853305,38.000106,36,N/A,7,N/A,N/A,Type:Single Family;Year Built:1965;Heating:;Cooling:;Parking:No Data;Lot:6499 sqft;Days on Zillow:36 Days;Price/sqft:$221,2018/4/27
status,18425111,1765 Tice Valley Blvd,Walnut Creek,CA 94595,3 beds,3 baths,1704 sqft,805517,756100,-122.077263,37.881687,4,642,20,Oct-03,463000,Type:Condo;Year Built:1990;Heating:Forced air;Cooling:Central;Parking:2 spaces;HOA:;Days on Zillow:4 Days;Price/sqft:$444,2018/4/27
status,15597299,1090 Bear Gulch Rd,Woodside,CA 94062,3 beds,3 baths,5377 sqft,4737057,3980000,-122.28348,37.404021,11,1903,44,N/A,N/A,Type:Single Family;Year Built:2006;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:6.18 acres;Days on Zillow:11 Days;Price/sqft:$740,2018/4/27
status,24903540,30678 Treeview St,Hayward,CA 94544,4 beds,3 baths,1689 sqft,779395,750000,-122.036358,37.624295,7,1577,32,Jul-06,670000,Type:Single Family;Year Built:1958;Heating:;Cooling:Central;Parking:No Data;Lot:6159 sqft;Days on Zillow:7 Days;Price/sqft:$444,2018/4/27
status,2090928928,Townhome A Plan Lexington at Avenue One,San Jose,CA 95123,2 beds,2 baths,1261 sqft,958978,755880,-121.798,37.2427,8,666,26,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:No Data;Lot:;Days on Zillow:8 Days;Price/sqft:$599,2018/4/27
status,2090734816,Plan 1 ALT Plan Circuit,Milpitas,CA 95035,2 beds,3 baths,1218 sqft,1126743,927013,-121.917549,37.447619,14,280,5,N/A,N/A,Type:Multi Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;MLS #:;Days on Zillow:14 Days;Price/sqft:$761,2018/4/27
status,25024804,44551 Partlet Ct,Fremont,CA 94539,5 beds,4 baths,3717 sqft,2560917,2550000,-121.915793,37.516402,17,2717,54,Jan-16,2230000,Type:Single Family;Year Built:1992;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:0.29 acres;Days on Zillow:17 Days;Price/sqft:$686,2018/4/27
status,2119224191,6484 Bodega Ave,Petaluma,CA 94952,3 beds,2 baths,1800 sqft,1013991,2999999,-122.760447,38.265849,22,1725,14,N/A,N/A,Type:Single Family;Year Built:;Heating:;Cooling:;Parking:Attached Garage;Lot:81.49 acres;Days on Zillow:22 Days;Price/sqft:$1667,2018/4/27
status,25028455,895 Yakima Dr,Fremont,CA 94539,6 beds,5 baths,6862 sqft,3182756,3198000,-121.917212,37.491678,63,N/A,10,N/A,N/A,Type:Single Family;Year Built:1980;Heating:Forced air;Cooling:Central Wall;Parking:Attached Garage;Lot:2.11 acres;Days on Zillow:63 Days;Price/sqft:$466,2018/4/27
status,19721782,2525 Madden Ave,San Jose,CA 95116,5 beds,3 baths,2056 sqft,886231,777000,-121.842275,37.363796,29,N/A,62,Apr-15,455500,Type:Single Family;Year Built:1955;Heating:;Cooling:Wall;Parking:Attached Garage;Lot:5170 sqft;Days on Zillow:29 Days;Price/sqft:$378,2018/4/27
status,2091591211,Plan 1 Plan Ivy Oak,Dublin,CA 94568,4 beds,4 baths,3016 sqft,1605113,1165000,-121.875396,37.73705,31,N/A,11,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:31 Days;Price/sqft:$386,2018/4/27
status,2093899488,Seagrass Residence 1 Plan Glass Bay,Newark,CA 94560,4 beds,3 baths,2293 sqft,1110615,1175000,-122.049934,37.522089,3,192,7,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:3 Days;Price/sqft:$512,2018/4/27
status,2093019333,6901 Johnston Rd,Pleasanton,CA 94588,3 beds,2 baths,1440 sqft,1165753,2450000,-121.82535,37.797532,246,N/A,6,N/A,N/A,Type:Single Family;Year Built:1979;Heating:;Cooling:;Parking:8 spaces;Lot:40 acres;Days on Zillow:246 Days;Price/sqft:$1701,2018/4/27
status,19750487,125 Stonybrook Rd,Los Gatos,CA 95032,4 beds,5 baths,3889 sqft,3537200,3238000,-121.959999,37.226106,66,N/A,43,Jan-05,1850000,Type:Single Family;Year Built:1957;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:0.31 acres;Days on Zillow:66 Days;Price/sqft:$833,2018/4/27
status,18475704,75 Monte Vista Rd,Orinda,CA 94563,4 beds,4 baths,2463 sqft,1581097,1495000,-122.208458,37.890989,45,N/A,23,Jul-07,1139500,Type:Single Family;Year Built:1949;Heating:;Cooling:;Parking:No Data;Lot:0.25 acres;Days on Zillow:45 Days;Price/sqft:$607,2018/4/27
status,2093899481,Boardwalk Residence 3 Plan Glass Bay,Newark,CA 94560,4 beds,4 baths,2397 sqft,1180596,1146000,-122.049934,37.522089,24,1173,14,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:24 Days;Price/sqft:$478,2018/4/27
status,2094437505,Residence 1 Plan Slate at Jordan Ranch,Dublin,CA 94568,3 beds,2 baths,2268 sqft,1140269,1135900,-121.84373,37.711416,13,407,8,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:13 Days;Price/sqft:$501,2018/4/27
status,18434862,102 Silver Pine Ln,Danville,CA 94506,4 beds,3 baths,3477 sqft,1887842,1840800,-121.912582,37.811539,170,N/A,5,Jun-06,1749000,Type:Single Family;Year Built:1984;Heating:Other;Cooling:Central;Parking:3 spaces;Lot:0.39 acres;Days on Zillow:170 Days;Price/sqft:$529,2018/4/27
status,18340833,2036 Overhill Rd,Concord,CA 94520,3 beds,1 bath,998 sqft,447408,449500,-122.046015,37.991389,Less than 1,216,6,Mar-00,171500,Type:Single Family;Year Built:1951;Heating:;Cooling:;Parking:No Data;Lot:5414 sqft;Days on Zillow:Less than 1 day;Price/sqft:$450,2018/4/27
status,89029221,6465 San Pablo Ave,Oakland,CA 94608,2 beds,2 baths,971 sqft,,789000,-122.285635,37.847694,7,720,18,Dec-17,715000,Type:Condo;Year Built:2008;Heating:No Data;Cooling:No Data;Parking:No Data;HOA:No Data;Days on Zillow:7 Days;Price/sqft:$813;Saves:18,2018/4/27
status,18543627,2017 Dunn Ave,Richmond,CA 94801,2 beds,1 bath,927 sqft,428013,399900,-122.349698,37.949043,6,503,20,May-01,215000,Type:Single Family;Year Built:1950;Heating:;Cooling:;Parking:1 space;Lot:5000 sqft;Days on Zillow:6 Days;Price/sqft:$431,2018/4/27
status,19817725,4649 Park Concord Pl,San Jose,CA 95136,5 beds,3 baths,2563 sqft,1195029,1125000,-121.827239,37.267621,22,2037,21,Dec-04,723000,Type:Single Family;Year Built:1977;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:6965 sqft;Days on Zillow:22 Days;Price/sqft:$439,2018/4/27
status,15546253,2227 Thurm Ave,Belmont,CA 94002,4 beds,4 baths,2442 sqft,2529419,2400000,-122.303659,37.520578,48,N/A,24,Jan-17,1050000,Type:Single Family;Year Built:1961;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:6499 sqft;Days on Zillow:48 Days;Price/sqft:$983,2018/4/27
status,18434314,124 Victoria Pl,Danville,CA 94506,5 beds,4 baths,3892 sqft,2073997,2400000,-121.923812,37.806296,3,462,14,Mar-07,2050000,Type:Single Family;Year Built:2000;Heating:;Cooling:;Parking:No Data;Lot:0.73 acres;Days on Zillow:3 Days;Price/sqft:$617,2018/4/27
status,18435596,65 Wild Oak Pl,Danville,CA 94506,5 beds,6 baths,5503 sqft,2456324,2388000,-121.905332,37.815647,288,N/A,15,Jun-15,2100000,Type:Single Family;Year Built:1989;Heating:Forced air;Cooling:Central;Parking:3 spaces;Lot:0.51 acres;Days on Zillow:288 Days;Price/sqft:$434,2018/4/27
status,25021286,830 Witherly Ln,Fremont,CA 94539,5 beds,4 baths,3929 sqft,3081625,3988888,-121.913715,37.532782,44,N/A,10,N/A,N/A,Type:Single Family;Year Built:1882;Heating:;Cooling:;Parking:No Data;Lot:3.82 acres;Days on Zillow:44 Days;Price/sqft:$1015,2018/4/27
status,25081912,3688 Foothill Rd,Pleasanton,CA 94588,4 beds,3 baths,3369 sqft,2968034,3800000,-121.918226,37.661893,49,N/A,9,Mar-15,2200000,Type:Single Family;Year Built:1983;Heating:;Cooling:;Parking:No Data;Lot:10.92 acres;Days on Zillow:49 Days;Price/sqft:$1128,2018/4/27
status,25082011,2106 Cascara Ct,Pleasanton,CA 94588,5 beds,8 baths,8396 sqft,3593621,3800000,-121.90332,37.645237,72,N/A,31,Nov-99,625000,Type:Single Family;Year Built:2002;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:1.06 acres;Days on Zillow:72 Days;Price/sqft:$453,2018/4/27
status,19742054,20625 Brookwood Ln,Saratoga,CA 95070,4 beds,2 baths,1700 sqft,3861873,5683999,-122.03502,37.259192,138,N/A,11,N/A,N/A,Type:Single Family;Year Built:1948;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:1.63 acres;Days on Zillow:138 Days;Price/sqft:$3344,2018/4/27
status,18435821,2763 Deer Meadow Dr,Danville,CA 94506,4 beds,4 baths,3313 sqft,1977494,1975000,-121.916038,37.831952,9,528,18,Jul-15,1775000,Type:Single Family;Year Built:1997;Heating:;Cooling:Central Refrigeration;Parking:Attached Garage;Lot:0.38 acres;Days on Zillow:9 Days;Price/sqft:$596,2018/4/27
status,18434894,334 Jacaranda Dr,Danville,CA 94506,2 beds,2 baths,1834 sqft,1194187,1149000,-121.919095,37.819591,27,2383,23,Jan-02,629000,Type:Single Family;Year Built:1981;Heating:;Cooling:;Parking:No Data;Lot:5749 sqft;Days on Zillow:27 Days;Price/sqft:$626,2018/4/27
status,2097096862,Residence 2 Plan Station House,Oakland,CA 94607,2 beds,2.5 baths,1459 sqft,763537,799990,-122.299347,37.81416,4,281,18,N/A,N/A,Type:Condo;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;HOA:;Days on Zillow:4 Days;Price/sqft:$548,2018/4/27
status,2093966347,Plan 2 Plan Easthill at Brighton Landing,Vacaville,CA 95687,3 beds,3 baths,2125 sqft,562723,510990,-121.924892,38.349381,72,N/A,10,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:72 Days;Price/sqft:$240,2018/4/27
status,19629249,25055 La Loma Dr,Los Altos Hills,CA 94022,4 beds,7 baths,7614 sqft,9378229,11500000,-122.130825,37.353842,372,N/A,32,Dec-93,670000,Type:Single Family;Year Built:2018;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:0.99 acres;Days on Zillow:372 Days;Price/sqft:$1510,2018/4/27
status,19833658,6228 Omaha Ct,San Jose,CA 95123,3 beds,2 baths,1232 sqft,1040313,998000,-121.832187,37.232655,7,1014,23,Nov-17,876000,Type:Single Family;Year Built:1968;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:6054 sqft;Days on Zillow:7 Days;Price/sqft:$810,2018/4/27
status,18434894,334 Jacaranda Dr,Danville,CA 94506,2 beds,2 baths,1834 sqft,1194187,1149000,-121.919095,37.819591,27,2383,23,Jan-02,629000,Type:Single Family;Year Built:1981;Heating:;Cooling:;Parking:No Data;Lot:5749 sqft;Days on Zillow:27 Days;Price/sqft:$626,2018/4/27
status,18429026,2650 Caballo Ranchero Dr,Diablo,CA 94528,5 beds,4 baths,5276 sqft,2914300,2795000,-121.961606,37.843053,268,N/A,15,Sep-13,1999000,Type:Single Family;Year Built:1988;Heating:Forced air;Cooling:Central Solar;Parking:3 spaces;Lot:1.25 acres;Days on Zillow:268 Days;Price/sqft:$530,2018/4/27
status,2095687865,Harmony Plan 4 Plan Sage - Harmony,Livermore,CA 94551,2 beds,2 baths,1817 sqft,795298,800000,-121.793952,37.703706,11,112,2,N/A,N/A,Type:Condo;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;HOA:;Days on Zillow:11 Days;Price/sqft:$440,2018/4/27
status,111413428,140 Valle Vista Dr,Danville,CA 94526,3 beds,3 baths,2161 sqft,1269286,1199000,-121.971704,37.841213,50,N/A,24,Oct-95,316500,Type:Single Family;Year Built:1951;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:10493 sqft;Days on Zillow:50 Days;Price/sqft:$555,2018/4/27
status,19690232,2647 Hill Park Dr,San Jose,CA 95124,4 beds,3 baths,2191 sqft,1642778,1675000,-121.915109,37.27456,9,1315,30,Apr-04,749500,Type:Single Family;Year Built:1963;Heating:Forced air;Cooling:Other;Parking:2 spaces;Lot:6059 sqft;Days on Zillow:9 Days;Price/sqft:$764,2018/4/27
status,19735955,3169 Shofner Pl,San Jose,CA 95111,3 beds,1 bath,941 sqft,492236,499000,-121.833893,37.290163,9,1400,55,Jan-16,375000,Type:Condo;Year Built:1982;Heating:Forced air;Cooling:Central;Parking:Attached Garage;HOA:$269/month;Days on Zillow:9 Days;Price/sqft:$530,2018/4/27
status,24968579,25826 Clear Springs Ct,Castro Valley,CA 94552,4 beds,3 baths,2280 sqft,1137818,1069000,-122.032029,37.679021,7,1348,36,Jun-15,753500,Type:Single Family;Year Built:1998;Heating:;Cooling:;Parking:2 spaces;Lot:10127 sqft;Days on Zillow:7 Days;Price/sqft:$469,2018/4/27
status,19756441,1606 Dorcey Ln,San Jose,CA 95120,5 beds,3 baths,2760 sqft,1825426,1678000,-121.901126,37.230437,59,N/A,21,N/A,N/A,Type:Single Family;Year Built:1980;Heating:Forced air;Cooling:Central;Parking:3 spaces;Lot:6534 sqft;Days on Zillow:59 Days;Price/sqft:$608,2018/4/27
status,2090734819,Plan 3 Plan Circuit,Milpitas,CA 95035,3 beds,4 baths,1832 sqft,1349904,1078260,-121.917549,37.447619,3,69,9,N/A,N/A,Type:Multi Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;MLS #:;Days on Zillow:3 Days;Price/sqft:$589,2018/4/27
status,2093867076,Alan Plan Orchards at Valley Glen,Dixon,CA 95620,3 beds,3 baths,2055 sqft,490205,437950,-121.827983,38.436229,90,N/A,12,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:90 Days;Price/sqft:$213,2018/4/27
status,18456184,34 Primrose Way,San Ramon,CA 94582,5 beds,3 baths,3189 sqft,1664130,1598000,-121.920739,37.785517,3,873,46,Jul-03,1020000,Type:Single Family;Year Built:1995;Heating:Forced air;Cooling:Central;Parking:3 spaces;Lot:0.47 acres;Days on Zillow:3 Days;Price/sqft:$501,2018/4/27
status,64960798,1569 Via Di Salerno,Pleasanton,CA 94566,6 beds,6 baths,8600 sqft,4379933,4500000,-121.810589,37.635445,262,N/A,12,Nov-10,2575000,Type:Single Family;Year Built:2005;Heating:;Cooling:;Parking:No Data;Lot:0.69 acres;Days on Zillow:262 Days;Price/sqft:$523,2018/4/27
status,2092080691,Residence 4 Plan Element,Oakland,CA 94608,3 beds,4 baths,1857 sqft,1014499,890880,-122.276,37.832,110,N/A,5,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:No Data;Lot:;Days on Zillow:110 Days;Price/sqft:$480,2018/4/27
status,89037079,122 Del Alba St,San Pablo,CA 94806,2 beds,2 baths,1127 sqft,446098,443000,-122.343116,37.963952,15,514,11,Dec-09,280000,Type:Condo;Year Built:2008;Heating:;Cooling:;Parking:No Data;HOA:$350/month;Days on Zillow:15 Days;Price/sqft:$393,2018/4/27
status,18450016,185 Norris Canyon Ter APT D,San Ramon,CA 94583,2 beds,2 baths,1082 sqft,617240,629950,-121.960915,37.778943,2,213,7,Aug-00,262000,Type:Condo;Year Built:1985;Heating:;Cooling:;Parking:No Data;HOA:$345/month;Days on Zillow:2 Days;Price/sqft:$582,2018/4/27
status,18343988,2030 Date St,Concord,CA 94519,3 beds,1 bath,1109 sqft,552758,534900,-122.028398,37.981667,27,2777,32,Jun-00,200000,Type:Single Family;Year Built:1942;Heating:;Cooling:;Parking:No Data;Lot:5187 sqft;Days on Zillow:27 Days;Price/sqft:$482,2018/4/27
status,19673577,3474 Fawn Dr,San Jose,CA 95124,3 beds,2 baths,1280 sqft,1198368,1250000,-121.924051,37.262941,2,198,13,Mar-13,686000,Type:Single Family;Year Built:1959;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:6838 sqft;Days on Zillow:2 Days;Price/sqft:$977,2018/4/27
status,18434769,554 Blackhawk Club Dr,Danville,CA 94506,4 beds,3 baths,3832 sqft,2212471,2278000,-121.917985,37.816313,79,N/A,13,Jun-05,1800000,Type:Single Family;Year Built:1983;Heating:;Cooling:;Parking:No Data;Lot:0.93 acres;Days on Zillow:79 Days;Price/sqft:$594,2018/4/27
status,69303738,88 N Jackson Ave UNIT 411,San Jose,CA 95116,2 beds,2 baths,1056 sqft,,,-121.845403,37.361283,254,N/A,19,Sep-13,350000,Type:Condo;Year Built:2006;Heating:No Data;Cooling:No Data;Parking:No Data;HOA:No Data;Past 12 months:,2018/4/27
status,18461165,5471 Blackhawk Dr,Danville,CA 94506,5 beds,5 baths,6046 sqft,2659704,2590000,-121.884517,37.803256,50,N/A,16,Jun-98,1575000,Type:Single Family;Year Built:1990;Heating:;Cooling:;Parking:3 spaces;Lot:0.43 acres;Days on Zillow:50 Days;Price/sqft:$428,2018/4/27
status,2092430278,Plan 1 Plan Addington at Brighton Landing,Vacaville,CA 95687,3 beds,3 baths,1664 sqft,480462,435990,-121.92388,38.349852,1,66,48,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:1 Day;Price/sqft:$262,2018/4/27
status,19704887,4669 Holycon Cir,San Jose,CA 95136,3 beds,2 baths,1442 sqft,969725,999000,-121.836856,37.268488,Less than 1,102,N/A,N/A,N/A,Type:Single Family;Year Built:1973;Heating:Forced air;Cooling:None;Parking:No Data;Lot:6276 sqft;Days on Zillow:Less than 1 day;Price/sqft:$693,2018/4/27
status,25039974,43073 Everglades Park Dr,Fremont,CA 94538,4 beds,2 baths,1736 sqft,1022741,1049000,-121.970148,37.51042,Less than 1,138,6,Jul-87,150000,Type:Single Family;Year Built:1962;Heating:;Cooling:;Parking:No Data;Lot:7252 sqft;Days on Zillow:Less than 1 day;Price/sqft:$604,2018/4/27
status,82853098,2601 Wisteria Way,Concord,CA 94519,3 beds,3 baths,1776 sqft,633036,610000,-122.029065,37.979141,6,1139,34,May-08,560000,Type:Single Family;Year Built:2007;Heating:;Cooling:;Parking:No Data;Lot:2156 sqft;Days on Zillow:6 Days;Price/sqft:$343,2018/4/27
status,122007973,1056 Gridley Dr,Pittsburg,CA 94565,5 beds,3 baths,2474 sqft,525149,535000,-121.892307,38.034038,46,N/A,20,Apr-15,411500,Type:Single Family;Year Built:2014;Heating:;Cooling:;Parking:No Data;Lot:2644 sqft;Days on Zillow:46 Days;Price/sqft:$216,2018/4/27
status,69301824,1550 Technology Dr UNIT 3085,San Jose,CA 95110,2 beds,2 baths,1133 sqft,738879,768000,-121.91372,37.36395,Less than 1,124,2,Oct-05,485000,Type:Condo;Year Built:2005;Heating:Forced air;Cooling:None;Parking:No Data;HOA:$478/month;Days on Zillow:Less than 1 day;Price/sqft:$678,2018/4/27
status,72508402,1007 41st St APT 341,Oakland,CA 94608,2 beds,2 baths,1594 sqft,741409,749000,-122.277256,37.831967,8,1544,55,Mar-10,375000,Type:Single Family;Year Built:2005;Heating:;Cooling:;Parking:No Data;Lot:;Days on Zillow:8 Days;Price/sqft:$470,2018/4/27
status,19479997,349 Manzanita Ct,Milpitas,CA 95035,3 beds,2 baths,1215 sqft,902011,849950,-121.908919,37.405914,8,1925,28,N/A,N/A,Type:Single Family;Year Built:1966;Heating:Forced air;Cooling:;Parking:Attached Garage;Lot:3040 sqft;Days on Zillow:8 Days;Price/sqft:$700,2018/4/27
status,2103634772,1070 Green St,San Francisco,CA 94133,2 beds,#NAME?,1800 sqft,3454911,3695000,-122.416786,37.798789,612,N/A,11,N/A,N/A,Type:Condo;Year Built:;Heating:;Cooling:;Parking:No Data;HOA:;Days on Zillow:612 Days;Price/sqft:$2053,2018/4/27
status,15655678,645 Washington St,Vallejo,CA 94590,3 beds,3 baths,3300 sqft,,799000,-122.241998,38.118416,249,N/A,15,Dec-04,520000,Type:Single Family;Year Built:1941;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:6534 sqft;Days on Zillow:249 Days;Price/sqft:$242;Saves:15,2018/4/27
status,111370419,2538 Encanto Way,Dublin,CA 94568,5 beds,4 baths,3389 sqft,1488620,1498900,-121.849846,37.725547,2,397,4,N/A,N/A,Type:Single Family;Year Built:2011;Heating:No Data;Cooling:No Data;Parking:3 spaces;Lot:6303 sqft;Days on Zillow:2 Days;Price/sqft:$442;Saves:4;Past 12 months:,2018/4/27
status,15767500,318 Stone Creek Cir,Santa Rosa,CA 95409,2 beds,2 baths,1375 sqft,594815,569000,-122.619486,38.446299,81,N/A,0,May-02,334500,Type:Single Family;Year Built:1987;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:3049 sqft;Days on Zillow:81 Days;Price/sqft:$414;Saves:No Data;Past 12 months:,2018/4/27
status,18527851,617 Everett St,El Cerrito,CA 94530,2 beds,2 baths,802 sqft,772814,699000,-122.299392,37.906444,9,2265,112,Apr-07,483000,Type:Single Family;Year Built:1925;Heating:;Cooling:None;Parking:No Data;Lot:2500 sqft;Days on Zillow:9 Days;Price/sqft:$872,2018/4/27
status,19411542,15 Huntington Ct,Napa,CA 94558,4 beds,4 baths,3599 sqft,,2500000,-122.324901,38.305273,57,N/A,10,May-03,1275000,Type:Single Family;Year Built:2001;Heating:Other;Cooling:Central;Parking:4 spaces;Lot:0.46 acres;Days on Zillow:57 Days;Price/sqft:$695;Saves:10;Past 12 months:,2018/4/27
status,19694141,1795 Brighten Ave,San Jose,CA 95124,3 beds,2 baths,1711 sqft,1446451,1249000,-121.916576,37.267361,3,401,11,Apr-06,833000,Type:Single Family;Year Built:1957;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:9796 sqft;Days on Zillow:3 Days;Price/sqft:$730,2018/4/27
status,18352522,4748 Laura Dr,Concord,CA 94521,5 beds,2 baths,1556 sqft,619644,574900,-121.96865,37.970466,6,2667,98,N/A,N/A,Type:Single Family;Year Built:1954;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:0.3 acres;Days on Zillow:6 Days;Price/sqft:$369;Saves:98;Past 12 months:,2018/4/27
status,19794850,3201 Montelena Dr,San Jose,CA 95135,4 beds,3 baths,2663 sqft,,,-121.781494,37.31492,9,2173,23,Jun-97,429500,Type:Single Family;Year Built:1996;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:6969 sqft;Past 12 months:,2018/4/27
status,15659425,213 Curry Ave,Vallejo,CA 94590,4 beds,2 baths,1543 sqft,371069,368900,-122.230469,38.10135,44,N/A,24,N/A,N/A,Type:Single Family;Year Built:1938;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:No Data;Days on Zillow:44 Days;Price/sqft:$239;Saves:24;Past 12 months:,2018/4/27
status,19405364,1114 Mount George Ave,Napa,CA 94558,4 beds,3 baths,3409 sqft,1783345,1588000,-122.234817,38.333098,65,N/A,41,May-03,660000,Type:Single Family;Year Built:1982;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:3.32 acres;Days on Zillow:65 Days;Price/sqft:$466;Saves:41;Past 12 months:,2018/4/27
status,19307512,329 Carrera Dr,Mill Valley,CA 94941,3 beds,3 baths,1912 sqft,1427330,1150000,-122.528343,37.872714,134,N/A,31,N/A,N/A,Type:Single Family;Year Built:1970;Heating:;Cooling:;Parking:No Data;Lot:0.3 acres;Days on Zillow:134 Days;Price/sqft:$601,2018/4/27
status,2093966352,Plan 2 Plan Tandridge at Brighton Landing,Vacaville,CA 95687,3 beds,3 baths,2051 sqft,547985,494990,-121.924158,38.348742,2,55,27,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:2 Days;Price/sqft:$241,2018/4/27
status,2094877326,Residence 4 Plan Linear at Alameda Landing,Alameda,CA 94501,2 beds,2 baths,1638 sqft,928866,936257,-122.28166,37.787191,1,23,11,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:No Data;Lot:;Days on Zillow:1 Day;Price/sqft:$572,2018/4/27
status,243211641,17080 Summit Way,Los Gatos,CA 95030,5 beds,7 baths,4571 sqft,,4985000,-121.967968,37.248586,2,549,15,N/A,N/A,Type:Single Family;Year Built:2018;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:0.52 acres;Days on Zillow:2 Days;Price/sqft:$1091,2018/4/27
