Status,zpid,Address,City,Zip,Beds,Baths,Square,Zestimate,Sale,Longitude,Latitude,Days,Views,Saves,LastSoldDate,LastSoldPrice,Feature,Date
status,15614047,736 Vespucci Ln,Foster City,CA 94404,4 beds,3 baths,1930 sqft,1596584,1688888,-122.270246,37.549795,6,1312,24,N/A,N/A,Type:Single Family;Year Built:1977;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:4573 sqft;Days on Zillow:6 Days;Price/sqft:$875,2018/4/27
status,25031341,47532 Avalon Heights Ter,Fremont,CA 94539,5 beds,5 baths,4210 sqft,3224637,3559950,-121.908001,37.488336,554,N/A,13,Sep-00,1142000,Type:Single Family;Year Built:2000;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:0.59 acres;Days on Zillow:554 Days;Price/sqft:$846,2018/4/27
status,18460135,1121 Eagle Nest Ct,Danville,CA 94506,5 beds,8 baths,7410 sqft,4890946,4888888,-121.90166,37.814612,58,N/A,46,Mar-00,2850000,Type:Single Family;Year Built:1986;Heating:Forced air;Cooling:Central;Parking:4 spaces;Lot:1.22 acres;Days on Zillow:58 Days;Price/sqft:$660,2018/4/27
status,19691910,2627 La Mirada Dr,San Jose,CA 95125,3 beds,3 baths,1584 sqft,1543393,1499900,-121.906433,37.27609,38,N/A,12,Dec-16,154000,Type:Single Family;Year Built:1961;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:6560 sqft;Days on Zillow:38 Days;Price/sqft:$947,2018/4/27
status,19774853,899 Salt Lake Dr,San Jose,CA 95133,4 beds,3 baths,1904 sqft,1247954,1160000,-121.848531,37.387355,9,673,9,May-03,514500,Type:Single Family;Year Built:1985;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:5353 sqft;Days on Zillow:9 Days;Price/sqft:$609,2018/4/27
status,18290995,1482 Drake Ct,Oakley,CA 94561,3 beds,2 baths,1416 sqft,437146,424000,-121.721493,37.996229,23,2691,41,Aug-08,221000,Type:Single Family;Year Built:1983;Heating:Other;Cooling:;Parking:Attached Garage;Lot:7070 sqft;Days on Zillow:23 Days;Price/sqft:$299,2018/4/27
status,2092209290,401 Harrison St APT 16C,San Francisco,CA 94105,2 beds,2 baths,1286 sqft,1854025,1725000,-122.392176,37.786062,176,N/A,5,N/A,N/A,Type:Condo;Year Built:2014;Heating:;Cooling:;Parking:No Data;HOA:$1236/month;Days on Zillow:176 Days;Price/sqft:$1341,2018/4/27
status,24746298,695 Walavista Ave,Oakland,CA 94610,4 beds,3 baths,2354 sqft,1376580,1289000,-122.235208,37.814197,7,2253,82,Aug-08,900000,Type:Single Family;Year Built:1919;Heating:Forced air;Cooling:None;Parking:1 space;Lot:5501 sqft;Days on Zillow:7 Days;Price/sqft:$548,2018/4/27
status,24974260,22345 Flagg St,Hayward,CA 94541,3 beds,1 bath,1349 sqft,632620,550000,-122.09381,37.671478,34,N/A,35,May-05,490000,Type:Single Family;Year Built:1949;Heating:Forced air;Cooling:None;Parking:None;Lot:5013 sqft;Days on Zillow:34 Days;Price/sqft:$408,2018/4/27
status,18430648,140 Alamo Sq # 53,Alamo,CA 94507,2 beds,2 baths,1245 sqft,732320,699000,-122.029096,37.848333,50,N/A,21,N/A,N/A,Type:Condo;Year Built:1975;Heating:;Cooling:;Parking:No Data;HOA:$460/month;Days on Zillow:50 Days;Price/sqft:$561,2018/4/27
status,19267974,2420 Mar East St,Tiburon,CA 94920,3 beds,4 baths,2437 sqft,2730497,2650000,-122.443957,37.877388,77,N/A,13,Jun-17,2604500,Type:Single Family;Year Built:1969;Heating:;Cooling:;Parking:No Data;Lot:1477 sqft;Days on Zillow:77 Days;Price/sqft:$1087,2018/4/27
status,121801364,1678 Roma Dr,Pittsburg,CA 94565,4 beds,3 baths,2402 sqft,640933,675000,-121.960547,38.020845,165,N/A,11,Jul-13,453000,Type:Single Family;Year Built:2013;Heating:;Cooling:;Parking:No Data;Lot:;Days on Zillow:165 Days;Price/sqft:$281,2018/4/27
status,19300555,63 Oak Knoll Dr,San Anselmo,CA 94960,6 beds,6 baths,5530 sqft,3567772,3695000,-122.577588,38.002332,43,N/A,22,Jun-96,249490,Type:Single Family;Year Built:2001;Heating:Other Radiant;Cooling:Solar;Parking:8 spaces;Lot:1.28 acres;Days on Zillow:43 Days;Price/sqft:$668,2018/4/27
status,2090762525,1415 Kilkare Rd,Sunol,CA 94586,5 beds,5 baths,5300 sqft,3017538,3200000,-121.900322,37.614741,51,N/A,42,N/A,N/A,Type:Single Family;Year Built:1990;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:80 acres;Days on Zillow:51 Days;Price/sqft:$604,2018/4/27
status,18435404,2987 Deer Meadow Dr,Danville,CA 94506,4 beds,4 baths,5217 sqft,2760885,2950000,-121.916458,37.828186,36,N/A,27,Jul-99,1265000,Type:Single Family;Year Built:1987;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:0.43 acres;Days on Zillow:36 Days;Price/sqft:$565,2018/4/27
status,61365694,1683 Pear Tree Ln,Napa,CA 94558,3 beds,3 baths,2357 sqft,,670000,-122.287318,38.322324,23,2378,50,Dec-04,644000,Type:Single Family;Year Built:2004;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:3920 sqft;Days on Zillow:23 Days;Price/sqft:$284;Saves:50;Past 12 months:,2018/4/27
status,19690232,2647 Hill Park Dr,San Jose,CA 95124,4 beds,3 baths,2191 sqft,1642778,1675000,-121.915109,37.27456,9,1315,30,Apr-04,749500,Type:Single Family;Year Built:1963;Heating:Forced air;Cooling:Other;Parking:2 spaces;Lot:6059 sqft;Days on Zillow:9 Days;Price/sqft:$764,2018/4/27
status,19747343,281 Belblossom Way,Los Gatos,CA 95032,4 beds,3 baths,2094 sqft,2079080,1999999,-121.920855,37.235604,16,2894,50,Feb-16,1585000,Type:Single Family;Year Built:1968;Heating:Forced air;Cooling:Other;Parking:No Data;Lot:10349 sqft;Days on Zillow:16 Days;Price/sqft:$955,2018/4/27
status,18501829,2636 Odonnell Dr,San Pablo,CA 94806,3 beds,2 baths,1187 sqft,513346,499888,-122.320656,37.991288,1,93,10,N/A,N/A,Type:Single Family;Year Built:1963;Heating:;Cooling:;Parking:No Data;Lot:10833 sqft;Days on Zillow:1 Day;Price/sqft:$421,2018/4/27
status,25026456,127 Mohave Ter,Fremont,CA 94539,2 beds,2 baths,1200 sqft,787581,880000,-121.924799,37.491768,17,3435,81,Apr-10,340000,Type:Condo;Year Built:1986;Heating:Forced air;Cooling:;Parking:1 space;HOA:$350/month;Days on Zillow:17 Days;Price/sqft:$733,2018/4/27
status,19254699,560 Summit Ave,Mill Valley,CA 94941,4 beds,7 baths,4905 sqft,4974871,4995000,-122.55821,37.916552,35,N/A,56,Apr-15,5195000,Type:Single Family;Year Built:1980;Heating:;Cooling:;Parking:No Data;Lot:1.06 acres;Days on Zillow:35 Days;Price/sqft:$1018,2018/4/27
status,15130633,225 Grand View Ave,San Francisco,CA 94114,3 beds,2 baths,#NAME?,2224087,2395000,-122.440545,37.754652,20,4164,136,Mar-99,425000,Type:Single Family;Year Built:1941;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:1764 sqft;Days on Zillow:20 Days;Price/sqft:,2018/4/27
status,111370419,2538 Encanto Way,Dublin,CA 94568,5 beds,4 baths,3389 sqft,1488620,1498900,-121.849846,37.725547,2,397,4,N/A,N/A,Type:Single Family;Year Built:2011;Heating:No Data;Cooling:No Data;Parking:3 spaces;Lot:6303 sqft;Days on Zillow:2 Days;Price/sqft:$442;Saves:4;Past 12 months:,2018/4/27
status,2092001337,The Sage Plan The Abbey,Fremont,CA 94539,3 beds,4 baths,1795 sqft,1648921,1375000,-121.923097,37.535471,3,61,9,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:3 Days;Price/sqft:$766,2018/4/27
status,2093867078,Stacey Plan Orchards at Valley Glen,Dixon,CA 95620,3 beds,3 baths,2545 sqft,575315,471950,-121.827983,38.436229,4,123,11,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:3 spaces;Lot:;Days on Zillow:4 Days;Price/sqft:$185,2018/4/27
status,24921640,37061 Spruce St,Newark,CA 94560,3 beds,2 baths,1643 sqft,927712,879000,-122.04554,37.52646,9,837,6,Oct-85,96000,Type:Single Family;Year Built:1953;Heating:;Cooling:;Parking:No Data;Lot:7501 sqft;Days on Zillow:9 Days;Price/sqft:$535,2018/4/27
status,18458546,209 Lowell Ct,Danville,CA 94526,4 beds,3 baths,2423 sqft,1537220,1495000,-121.961912,37.80058,8,670,7,N/A,N/A,Type:Single Family;Year Built:1976;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:0.54 acres;Days on Zillow:8 Days;Price/sqft:$617,2018/4/27
status,15550581,1500 Harbor Blvd,Belmont,CA 94002,5 beds,4 baths,4478 sqft,2920838,2878800,-122.27428,37.514434,14,1926,30,N/A,N/A,Type:Single Family;Year Built:1945;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:10537 sqft;Days on Zillow:14 Days;Price/sqft:$643,2018/4/27
status,24889805,32283 Amelia Ave,Hayward,CA 94544,3 beds,2 baths,1164 sqft,695198,679000,-122.028143,37.613917,12,1691,46,Dec-11,235000,Type:Single Family;Year Built:1955;Heating:;Cooling:;Parking:No Data;Lot:5227 sqft;Days on Zillow:12 Days;Price/sqft:$583,2018/4/27
status,25049434,35991 Cabral Dr,Fremont,CA 94536,3 beds,2 baths,1315 sqft,1028500,950000,-122.02976,37.55592,7,1086,25,N/A,N/A,Type:Single Family;Year Built:1962;Heating:;Cooling:;Parking:Attached Garage;Lot:0.35 acres;Days on Zillow:7 Days;Price/sqft:$722,2018/4/27
status,18495413,1224 Marionola Way,Pinole,CA 94564,3 beds,2 baths,1228 sqft,413292,399888,-122.296191,37.998743,6,889,16,Feb-15,285000,Type:Condo;Year Built:1972;Heating:;Cooling:;Parking:No Data;HOA:$200/month;Days on Zillow:6 Days;Price/sqft:$326,2018/4/27
status,19753639,1699 Clovis Ave,San Jose,CA 95124,4 beds,2 baths,1396 sqft,1254097,1345000,-121.909797,37.239268,29,3844,63,Nov-17,1035000,Type:Single Family;Year Built:1959;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:7457 sqft;Days on Zillow:29 Days;Price/sqft:$963,2018/4/27
status,2093966345,Plan 3 Plan Easthill at Brighton Landing,Vacaville,CA 95687,3 beds,3 baths,2417 sqft,586701,516990,-121.924892,38.349381,1,32,14,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:1 Day;Price/sqft:$214,2018/4/27
status,18335860,16 Bay Dr,Bay Point,CA 94565,3 beds,1 bath,861 sqft,321076,315000,-121.963546,38.036988,2,399,8,Aug-14,160000,Type:Single Family;Year Built:1960;Heating:;Cooling:;Parking:No Data;Lot:5227 sqft;Days on Zillow:2 Days;Price/sqft:$366,2018/4/27
status,19776518,1161 Somerset Dr,San Jose,CA 95132,3 beds,2 baths,1402 sqft,1073077,1250000,-121.84447,37.396295,65,N/A,18,N/A,N/A,Type:Single Family;Year Built:1959;Heating:Forced air Other;Cooling:Central;Parking:2 spaces;Lot:6490 sqft;Days on Zillow:65 Days;Price/sqft:$892;Saves:18;Past 12 months:,2018/4/27
status,18436380,305 Zagora Dr,Danville,CA 94506,4 beds,4 baths,3148 sqft,1365316,1298888,-121.911338,37.796998,15,1731,36,May-08,900000,Type:Single Family;Year Built:1990;Heating:;Cooling:;Parking:No Data;Lot:7038 sqft;Days on Zillow:15 Days;Price/sqft:$413,2018/4/27
status,19409156,45 Valley Club Cir,Napa,CA 94558,3 beds,3 baths,1983 sqft,,725000,-122.293656,38.331508,8,734,5,N/A,N/A,Type:Condo;Year Built:1988;Heating:No Data;Cooling:No Data;Parking:No Data;HOA:$525/month;Days on Zillow:8 Days;Price/sqft:$366;Saves:5;Past 12 months:,2018/4/27
status,166070831,2490 Caballo Ranchero Dr,Diablo,CA 94528,4 beds,5 baths,4282 sqft,2869561,2975000,-121.957761,37.842101,27,1333,12,Apr-16,1715000,Type:Single Family;Year Built:1980;Heating:;Cooling:;Parking:No Data;Lot:1.32 acres;Days on Zillow:27 Days;Price/sqft:$695,2018/4/27
status,51073618,560 Glenbrook Dr,Palo Alto,CA 94306,7 beds,6 baths,4867 sqft,5726199,4998000,-122.123515,37.405278,65,N/A,38,N/A,N/A,Type:Single Family;Year Built:2004;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:10018 sqft;Days on Zillow:65 Days;Price/sqft:$1027,2018/4/27
status,68996936,2015 Swaps Ct,Napa,CA 94559,3 beds,4 baths,2515 sqft,715856,749000,-122.295845,38.277034,9,558,7,Jun-07,601500,Type:Condo;Year Built:2006;Heating:No Data;Cooling:No Data;Parking:No Data;HOA:$154/month;Days on Zillow:9 Days;Price/sqft:$298;Saves:7,2018/4/27
status,2090223052,(undisclosed Address)Incomplete address or missing price?Sometimes listing partners send Zillow listings that do not include a full address or price.To get more details on this property,please contact the listing agent,brokerage,2 beds,3 baths,1682 sqft,(4/23),549000,-122.29881,38.27674,19,805,9,N/A,N/A,Type:Condo;Year Built:2006;Heating:No Data;Cooling:No Data;Parking:No Data;HOA:$154/month;Days on Zillow:19 Days;Price/sqft:$326;Saves:9,2018/4/27
status,2090167654,971 41st St # 123,Oakland,CA 94608,3 beds,3 baths,1857 sqft,932563,900880,-122.276,37.832,16,390,N/A,N/A,N/A,Type:Single Family;Year Built:;Heating:;Cooling:;Parking:No Data;Lot:;Days on Zillow:16 Days;Price/sqft:$485,2018/4/27
status,24847549,1836 San Antonio Ave,Berkeley,CA 94707,3 beds,4 baths,2152 sqft,1584570,1350000,-122.279105,37.899555,8,2244,68,Oct-98,505000,Type:Single Family;Year Built:1925;Heating:;Cooling:None;Parking:None;Lot:3998 sqft;Days on Zillow:8 Days;Price/sqft:$627,2018/4/27
status,15616345,1413 Dominica Ln,Foster City,CA 94404,4 beds,3 baths,2165 sqft,2148970,1988888,-122.262413,37.538615,8,1259,12,Feb-94,464000,Type:Single Family;Year Built:1986;Heating:Forced air;Cooling:None;Parking:Attached Garage;Lot:5235 sqft;Days on Zillow:8 Days;Price/sqft:$919,2018/4/27
status,19476597,494 Folsom Cir,Milpitas,CA 95035,2 beds,3 baths,1350 sqft,1071655,1050000,-121.902122,37.438921,16,2518,55,May-05,540000,Type:Single Family;Year Built:1983;Heating:;Cooling:;Parking:No Data;Lot:3049 sqft;Days on Zillow:16 Days;Price/sqft:$778,2018/4/27
status,15520767,735 Endfield Way,Hillsborough,CA 94010,5 beds,4 baths,3120 sqft,4400558,4188000,-122.341586,37.553672,25,3982,55,May-16,3800000,Type:Single Family;Year Built:1948;Heating:Forced air;Cooling:Central;Parking:3 spaces;Lot:0.54 acres;Days on Zillow:25 Days;Price/sqft:$1342,2018/4/27
status,19668008,420 Clearview Dr,Los Gatos,CA 95032,4 beds,4 baths,2367 sqft,1774142,1599000,-121.969314,37.257193,14,2809,79,Jun-08,740000,Type:Single Family;Year Built:1977;Heating:Forced air;Cooling:;Parking:2 spaces;Lot:2221 sqft;Days on Zillow:14 Days;Price/sqft:$676,2018/4/27
status,15489274,491 San Pablo Ter,Pacifica,CA 94044,4 beds,3 baths,3200 sqft,2034759,2200000,-122.4849,37.635053,91,N/A,39,Sep-05,1255000,Type:Single Family;Year Built:1999;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:0.27 acres;Days on Zillow:91 Days;Price/sqft:$688,2018/4/27
status,2089986996,150 Franklin Pkwy,San Mateo,CA 94403,4 beds,5 baths,2987 sqft,,2670000,-122.2928,37.5417,8,219,N/A,N/A,N/A,Type:Condo;Year Built:2018;Heating:Forced air;Cooling:Central;Parking:Attached Garage;HOA:$227/month;Days on Zillow:8 Days;Price/sqft:$894,2018/4/27
status,25083609,6916 Corte Pacifica,Pleasanton,CA 94566,3 beds,3 baths,1646 sqft,1095323,1078888,-121.908525,37.669686,14,3453,68,May-03,545000,Type:Single Family;Year Built:1985;Heating:;Cooling:;Parking:No Data;Lot:5418 sqft;Days on Zillow:14 Days;Price/sqft:$655,2018/4/27
status,24788584,2218 Seminary Ave,Oakland,CA 94605,7 beds,4 baths,3314 sqft,,,-122.193651,37.769078,58,N/A,5,Sep-05,715000,Type:Single Family;Year Built:1948;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:6098 sqft,2018/4/27
status,19663716,812 Century Ct,Campbell,CA 95008,3 beds,2 baths,1404 sqft,1439651,1495000,-121.963817,37.280315,42,N/A,55,Aug-15,1025000,Type:Single Family;Year Built:1955;Heating:;Cooling:;Parking:No Data;Lot:7100 sqft;Days on Zillow:42 Days;Price/sqft:$1065,2018/4/27
status,2090362171,213 Water Lily Circle Vacaville Ca # 95687,Vacaville,CA 95687,3 beds,3 baths,2417 sqft,590262,630990,-121.924892,38.349381,27,632,13,N/A,N/A,Type:Single Family;Year Built:;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:27 Days;Price/sqft:$261,2018/4/27
status,24832970,1327 Derby St,Berkeley,CA 94702,2 beds,2 baths,1008 sqft,,749000,-122.283514,37.858545,16,3646,65,Feb-14,536000,Type:Single Family;Year Built:1908;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:3484 sqft;Days on Zillow:16 Days;Price/sqft:$743;Saves:65;Past 12 months:,2018/4/27
status,19823272,521 Safari Dr,San Jose,CA 95123,4 beds,2 baths,1495 sqft,981840,950000,-121.829679,37.237633,4,788,33,Aug-01,435000,Type:Single Family;Year Built:1971;Heating:Forced air;Cooling:Central;Parking:No Data;Lot:6464 sqft;Days on Zillow:4 Days;Price/sqft:$635,2018/4/27
status,18357284,6019 Golden Eagle Way,Clayton,CA 94517,5 beds,3 baths,2510 sqft,915441,925000,-121.918643,37.954071,21,1662,22,Nov-96,359500,Type:Single Family;Year Built:1996;Heating:;Cooling:;Parking:No Data;Lot:0.25 acres;Days on Zillow:21 Days;Price/sqft:$369,2018/4/27
status,15515010,1369 Columbus Ave,Burlingame,CA 94010,3 beds,2 baths,2310 sqft,2401395,2295000,-122.376394,37.581495,7,1123,31,Sep-03,1027000,Type:Single Family;Year Built:1923;Heating:Forced air;Cooling:None;Parking:No Data;Lot:6011 sqft;Days on Zillow:7 Days;Price/sqft:$994,2018/4/27
status,18436080,1520 Lawrence Rd,Danville,CA 94506,4 beds,3 baths,3500 sqft,1739612,1695000,-121.899886,37.786387,33,N/A,27,N/A,N/A,Type:Single Family;Year Built:1980;Heating:;Cooling:;Parking:No Data;Lot:5 acres;Days on Zillow:33 Days;Price/sqft:$484,2018/4/27
status,2090734810,Plan 4 Plan Circuit,Milpitas,CA 95035,3 beds,4 baths,2035 sqft,1468748,1107512,-121.917549,37.447619,23,495,7,N/A,N/A,Type:Multi Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;MLS #:;Days on Zillow:23 Days;Price/sqft:$544,2018/4/27
status,82957827,950 Mente Linda Loop,Milpitas,CA 95035,2 beds,2 baths,1371 sqft,918186,868000,-121.907888,37.421851,8,1141,26,Jul-07,564500,Type:Condo;Year Built:2007;Heating:;Cooling:;Parking:No Data;HOA:$270/month;Days on Zillow:8 Days;Price/sqft:$633,2018/4/27
status,18478981,55 Donna Maria Way,Orinda,CA 94563,5 beds,5 baths,3907 sqft,2781096,2850000,-122.155958,37.845682,3,565,9,Apr-16,1277000,Type:Single Family;Year Built:2017;Heating:;Cooling:;Parking:2 spaces;Lot:0.55 acres;Days on Zillow:3 Days;Price/sqft:$729,2018/4/27
status,2093899485,Saltcreek Residence 2 Plan Glass Bay,Newark,CA 94560,4 beds,3 baths,2532 sqft,1271279,1194000,-122.049934,37.522089,53,N/A,11,N/A,N/A,Type:Single Family;Year Built:2018;Heating:;Cooling:;Parking:2 spaces;Lot:;Days on Zillow:53 Days;Price/sqft:$472,2018/4/27
status,2090762525,1415 Kilkare Rd,Sunol,CA 94586,5 beds,5 baths,5300 sqft,3017538,3200000,-121.900322,37.614741,51,N/A,42,N/A,N/A,Type:Single Family;Year Built:1990;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:80 acres;Days on Zillow:51 Days;Price/sqft:$604,2018/4/27
status,2091186380,4239 Clemson Ct,Fairfield,CA 94534,4 beds,3 baths,2100 sqft,(3/29),599900,-122.133842,38.228729,79,N/A,13,N/A,N/A,Type:Single Family;Year Built:2015;Heating:No Data;Cooling:No Data;Parking:No Data;Lot:4356 sqft;Days on Zillow:79 Days;Price/sqft:$286;Saves:13;Past 12 months:,2018/4/27
status,19408236,1759 Olympia Ct,Napa,CA 94558,4 beds,3 baths,2198 sqft,(3/11),785000,-122.311209,38.331225,93,N/A,14,May-06,760000,Type:Single Family;Year Built:1965;Heating:Other;Cooling:None;Parking:2 spaces;Lot:7840 sqft;Days on Zillow:93 Days;Price/sqft:$357;Saves:14;Past 12 months:,2018/4/27
status,19529230,26990 Taaffe Rd,Los Altos Hills,CA 94022,5 beds,5 baths,5015 sqft,9093882,8000000,-122.149092,37.362234,73,N/A,25,Mar-01,8100000,Type:Single Family;Year Built:1999;Heating:Forced air;Cooling:Central;Parking:Detached Garage;Lot:1.26 acres;Days on Zillow:73 Days;Price/sqft:$1595,2018/4/27
status,19742428,24106 Deerpath Rd,Saratoga,CA 95070,5 beds,5 baths,6000 sqft,4997963,2999500,-122.090068,37.252745,6,1429,27,N/A,N/A,Type:Single Family;Year Built:1996;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:5.77 acres;Days on Zillow:6 Days;Price/sqft:$500,2018/4/27
status,2090762525,1415 Kilkare Rd,Sunol,CA 94586,5 beds,5 baths,5300 sqft,3017538,3200000,-121.900322,37.614741,51,N/A,42,N/A,N/A,Type:Single Family;Year Built:1990;Heating:Forced air;Cooling:Central;Parking:Attached Garage;Lot:80 acres;Days on Zillow:51 Days;Price/sqft:$604,2018/4/27
status,19749846,420 Alberto Way UNIT 34,Los Gatos,CA 95032,2 beds,2 baths,1097 sqft,818597,785000,-121.971502,37.227168,11,2527,46,May-14,589750,Type:Condo;Year Built:1970;Heating:Forced air;Cooling:Central;Parking:Carport;HOA:$467/month;Days on Zillow:11 Days;Price/sqft:$716,2018/4/27
status,19580962,2016 Stanley Ave,Santa Clara,CA 95050,3 beds,2 baths,1130 sqft,1011559,1382000,-121.955595,37.338586,3,313,8,Aug-17,750000,Type:Single Family;Year Built:1955;Heating:Other;Cooling:Central;Parking:2 spaces;Lot:8145 sqft;Days on Zillow:3 Days;Price/sqft:$1223,2018/4/27
status,19791210,3068 Allenwood Dr,San Jose,CA 95148,4 beds,3 baths,1802 sqft,1243625,1200000,-121.793421,37.326355,30,N/A,14,N/A,N/A,Type:Single Family;Year Built:1983;Heating:Other;Cooling:No Data;Parking:2 spaces;Lot:6039 sqft;Days on Zillow:30 Days;Price/sqft:$666;Saves:14;Past 12 months:,2018/4/27
status,18358638,793 Bloching Cir,Clayton,CA 94517,5 beds,3 baths,2325 sqft,929315,939000,-121.924728,37.927041,35,N/A,47,Dec-07,650000,Type:Single Family;Year Built:1977;Heating:Forced air;Cooling:Central;Parking:2 spaces;Lot:0.36 acres;Days on Zillow:35 Days;Price/sqft:$404,2018/4/27
status,15545212,245 42nd Ave,San Mateo,CA 94403,5 beds,4 baths,2730 sqft,2399869,2195000,-122.298228,37.526654,7,751,6,N/A,N/A,Type:Single Family;Year Built:1955;Heating:Forced air;Cooling:Other;Parking:Carport Attached Garage;Lot:0.33 acres;Days on Zillow:7 Days;Price/sqft:$804,2018/4/27
status,2093048632,58C Plan 181 Fremont,San Francisco,CA 94105,2 beds,3 baths,1605 sqft,2975136,3715000,-122.395356,37.789808,5,597,6,N/A,N/A,Type:Condo;Year Built:2018;Heating:;Cooling:;Parking:No Data;HOA:;Days on Zillow:5 Days;Price/sqft:$2315,2018/4/27
